ISSR_LGL_NAME,MarketingName,State,image_url_1
MAPFRE Life Insurance Company,,PR,http://www.comerciovillena.com/eniusimg/enius128/2011/01/empresas_logo_7785.jpg
National Guardian Life Insurance Company,National Guardian Life Insurance,TX,http://www.alzwisc.org/images/wr%20logos/NGLIC%20(Plum%20Logo).jpg
University Health Alliance (UHA),UHA,HI,http://www.peps.uha.fr/images/ig/logo-uha.png
Independence American Ins Co,,GA,http://ipa-america.com/Uploads/Providers/IndependenceAmerican_sz300x75.jpg
Wilton Reassurance Company,,OH,http://www.freekymonkey.com/pictures/aa676a.JPG
Globe Life and Accident Insurance Co,,WV,http://media.glassdoor.com/sqll/282144/globe-life-and-accident-insurance-company-squarelogo.png
Trillium Community Health Plan,,OR,http://www.oregonhealth-insurance.com/shared/images/trillium/trillium_logo.png
UnitedHealthcare Insurance Company,UnitedHealthcare,MO,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
American Heritage Life Insurance Company,,ND,http://www.ngai.net/wp-content/uploads/2011/04/family-heritage_logo-300x86.jpg
American Sentinel Insurance Company,,MO,http://medicareinsurancetexas.com/inc/images/logo-sentinel-life.jpg
Assurity Life Insurance Company,,CA,http://www.ranklogos.com/wp-content/uploads/2012/04/Assurity-Insurance-Logo.jpg
Atlantis Health Plan,,NY,http://www.orthobalancept.com/files/insurance/LOGO-affinity-health-plan-color-logo.jpg
Transamerica Life Insurance Company,,ND,http://www.medicaremall.com/wp-content/uploads/2011/02/transamerica-logo.png
Security Life Insurance Company of America,Security Life Insurance Company of America,OH,http://www.securitylife.com/images/logos/security-life-logo.png?sfvrsn=8
Philadelphia American Life Insurance Co,,FL,http://www.pijarinsurance.com/images/partners/philadelphia.jpg
Starr Indemnity & Liability Company,,DE,https://add.eaainsurance.org/images/StarrLogo_new.png
Unimerica Insurance Company,,NV,http://www.insurance-wholesalers.com/AetnaLogoColorproc.jpg
Unified Life Insurance Company,,MS,http://www.texaskidsfirst.com/images/ULIC-Logo.jpg
National Foundation Life Insurance Company,,MO,https://ektron.nationallifegroup.com/uploadedImages/Logo_NationalLifeGroup.jpg
Perico Life Insurance Company,,MN,http://www.trademarkia.com/services/logo.ashx?sid=85113855
Westminster School,Westminster School,OK,http://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Westminster_School%2C_Adelaide_Logo.svg/1280px-Westminster_School%2C_Adelaide_Logo.svg.png
American National Insurance Company,,MI,http://logosandbrands.directory/wp-content/themes/directorypress/thumbs/American-National-Insurance-Company-logo.jpg
USAble Life,USAble Life Group Health,MO,http://www.usablemutual.com/images/_template/usamic-logo.png
"Optimum Choice, Inc.",UnitedHealthcare,WV,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
All Savers Insurance Company,,NH,https://myallsaversmember.com/filestore/%7B7151ca57-92be-41aa-8557-b09de24ee5dc%7D/CMS/Graphics/logo_member.png
"Frank Miller Lumber Company, Inc.",,IN,http://impak.nhla.com/company_images/685_Logo%20-%20jpeg.JPG
Union Bankers Insurance Company,,TX,http://valuationmanagementgroup.com/wp-content/uploads/2012/09/GBA_StrategicPartner-Logo.jpg
UnitedHealthcare Insurance Company,UnitedHealthcare,CA,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
Transamerica Financial Life Insurance Company,,IL,http://www.medicaremall.com/wp-content/uploads/2011/02/transamerica-logo.png
Trustmark Insurance Company,,ID,http://www.insurersreviewservices.com/carrier_logos/trustmark.gif
United States Fire Insurance Company,,DE,http://c27980.r80.cf1.rackcdn.com/business380.com/136978/united-fire-group-new-logo1.jpg
"Health Access Pueblo, Inc",,CO,http://activepueblo.net/sites/default/files/images/HealthDeptLogo.jpg
National Union Fire Insurance Company of Pittsburg,,CA,http://www.sec.gov/Archives/edgar/data/1087961/000119312506255339/g3053330533_new1.jpg
ACE Property and Casualty Insurance Company,,CT,http://www.acegroup.com/assets/images/ace-logo.jpg
Freedom Life Insurance,,VA,http://www.mdpreferredservices.com/images/profiles/F55F-E-CMYK.jpg
Guarantee Trust Life Insurance Company,,OH,http://www.refugeinsurance.com/images/GTL%20logo.jpg
Guarantee Trust Life Insurance Company,,AK,http://www.refugeinsurance.com/images/GTL%20logo.jpg
"Cariten Health Plan, Inc.",,TN,https://fbcdn-profile-a.akamaihd.net/hprofile-ak-frc3/t5/373019_309165288204_1691115335_n.jpg
Standard Insurance Company,Standard Insurance Company ,NE,http://www.insurancelevel.com/company/logo/standard-insurance.gif
Trustmark Life Insurance Company,,GA,http://www.healthy-monroe.com/images/starmark.jpg
Union Security Insurance Company,Assurant Employee Benefits,TX,http://www.assurantemployeebenefits.com/wps/themes/html/Assurant/assets/images/btns/logo.gif
Central United Life Insurance Company,,WI,http://www.manhattanlife.com/Portals/0/LayerSlider3D/490/cul.png
Mutual of Omaha Insurance Company,,AZ,https://consumeraffairs.global.ssl.fastly.net/files/logos/mutual-of-omaha_logo_891.jpg
Harken Health Insurance Company,Harken Health,GA,http://photos.prnewswire.com/prnvar/20151030/282499LOGO
Independence American Ins Co,,AZ,http://ipa-america.com/Uploads/Providers/IndependenceAmerican_sz300x75.jpg
"Health Plan of Nevada, Inc.","Health Plan of Nevada, Inc.",NV,http://www.balsigerinsurance.com/wp-content/uploads/2013/09/Health-Plan-of-Nevada.jpg
HPHC Insurance Company Inc.,,MA,https://www.harvardpilgrim.org/pls/portal/url/ITEM/6A62F495FDAA40BEB64F6476E9804B51
"Harvard Pilgrim Health Care of Connecticut, Inc.",,CT,http://www.mainequalitycounts.org/image_upload/Harvard%20Pilgrim%20Health%20Care%20Logo.JPG
Thrivent Financial for Lutherans,,KY,http://2.bp.blogspot.com/_DmtdGP6kzMQ/S7jkzluNHnI/AAAAAAAAN44/0tUqR9RpOBw/s1600/logo-ThriventFinancial.gif
Unimerica Insurance Company,,ID,http://www.insurance-wholesalers.com/AetnaLogoColorproc.jpg
The Vermont Health Plan,,VT,http://buttonupvermont.org/wp-content/uploads/2011/10/button-up-logo.jpg
Nationwide Life Insurance Company,,MN,http://asppamarketingkit.org/wp-content/uploads/2014/09/Nationwide_insurance_logo.jpg
The Ohio State Life Insurance Company,,MN,http://www.yellowhammerinsurance.com/images/carrierlogos/cincinnati_life_insurance_company.jpg
Allianz Life Insurance Company of New York,,MO,http://www.toried.com/images/COMPANY%20LOGO/Allianz-38.png
Thrivent Financial for Lutherans,,MT,http://2.bp.blogspot.com/_DmtdGP6kzMQ/S7jkzluNHnI/AAAAAAAAN44/0tUqR9RpOBw/s1600/logo-ThriventFinancial.gif
American National Life Insurance Company of Texas,,PA,http://www.moodyinsurancegroup.com/wp-content/uploads/2012/05/ANICO-logo_color_RGB.jpg
Madison National Life,,OK,http://www.ranklogos.com/wp-content/uploads/2012/04/Madison-National-Life-Insurance-Company-logo.jpg
Wilton Reassurance Company,,WI,http://www.freekymonkey.com/pictures/aa676a.JPG
TransAmerica Premier Life Insurance,,MT,http://www.firstcommand.com/img/providers/transamerica.png
American Income Life Insurance Co,,NC,http://www.fopohio.org/images/AIL%20Logo.png
New Era Life Insurance Company of the MidWest,,MS,http://www.elbertins.com/images/united_health_care_logo.gif
The United States Life Ins. Co. in the City of New York,,CO,http://logonoid.com/images/transamerica-logo.png
Starr Indemnity & Liability Company,,CA,https://add.eaainsurance.org/images/StarrLogo_new.png
Dentegra Insurance Company,,DC,http://logosdatabase.com/logoimages/76142836.jpg
FFE RR Test Issuer 513,FFE RR Test Issuer M 513,IN,
The Cincinnati Life Insurance Company,,KY,http://www.yellowhammerinsurance.com/images/carrierlogos/cincinnati_life_insurance_company.jpg
Kansas City Life Insurance Company,Kansas City Life Insurance Company,AK,http://upload.wikimedia.org/wikipedia/de/thumb/d/d8/Kansas_City_Life_Insurance_Company_Logo.svg/1280px-Kansas_City_Life_Insurance_Company_Logo.svg.png
Connecticut General Life Insurance Company,,PR,http://www.insurancelevel.com/company/logo/cigna.jpg
New Era Life Insurance Company,,MO,http://www.medicareinsurancefinders.com/assets/images/logos.png
Shelter Life Insurance Company,,IN,http://www.yellville.com/shelter-insurance-logo_copy.jpg
American Medical Security Life Ins Co,,OR,http://medicareinsurancetexas.com/inc/images/logo-sentinel-life.jpg
The Ohio State Life Insurance Company,,CA,http://www.yellowhammerinsurance.com/images/carrierlogos/cincinnati_life_insurance_company.jpg
Graphic Arts Benefit Corporation,,DC,http://blog.freebiequest.com/wp-content/uploads/2014/08/free-business-icon-set.jpg
Aegis Security Insurance Company,,DC,http://www.thecolonialgroup.com/images/carriers/logo_aegis.jpg
Companion Life Insurance Company,Companion Life Insurance Company,DE,http://www.newhorizonsmktg.com/images/CompanyLogos/companion-life.png
Philadelphia American Life Insurance Company,,AZ,http://www.pijarinsurance.com/images/partners/philadelphia.jpg
Federated Mutual Insurance Company,,KS,http://www.themla.com/Graphics/BigFederatedInsurance.jpg
Dentegra Insurance Company,Dentegra Insurance Company,VT,http://logosdatabase.com/logoimages/76142836.jpg
American Alternative Insurance Corp,"Allied National, Inc.",TX,https://pbs.twimg.com/profile_images/1894070731/allied_logo.jpg
Health Republic Insurance Company,Health Republic,OR,http://www.conferenceny.com/uploads/logos/Health-Republic-Logo1.jpg
Cox Health Systems Insurance Company,,MO,http://coxhealthmedicareplus.com/Content/images/EssenceLogo-270w.png
Standard Life and Accident Insurance Company,,NE,https://www.dignityplanning.com/standardlife/images/SLAICO-LOGO-COLOR_WITHPATH1_NO-CITY.gif
West Coast Life Insurance Company,,CA,http://brandongaille.com/wp-content/uploads/2014/04/West-Coast-Life-Insurance-Company-Logo.png
Sonepar Management,,SC,http://www.inddist.com/sites/inddist.com/files/sonepar-68-logo-logo.jpg
Reliance Standard Life Insurance Company,,CO,http://1.bp.blogspot.com/-ePt9eGy_V1I/T7qnQpXGsvI/AAAAAAAAHGA/lXrtEP7Zrx0/s1600/RELIANCE%2BSTANDARD.jpg
"Atlas Machine & Supply, Inc.",,KY,http://www.prlog.org/11642679-atlas-machine-and-supply-inc.jpg
The Guardian Life Insurance Company,Guardian,WV,http://icould.com/files/2012/01/guardian-logo.jpg
PacifiCare Life and Health Insurance Co,,IA,http://upload.wikimedia.org/wikipedia/commons/4/43/Pacificare.gif
Knights of Columbus,,ND,https://keenforgod.files.wordpress.com/2014/12/kofc-logo-jpg.jpg
PacifiCare Life Assurance Company,,MN,http://upload.wikimedia.org/wikipedia/commons/4/43/Pacificare.gif
"Rocky Mountain Hospital and Medical Service, Inc.",,NV,http://www.cokidscancer.org/images/CKCA-Memberlogo-RMCHF.jpg
American Republic Insurance Company,,PA,http://www.americanrepublic.com/images/aric-logo.png
The MEGA Life and Health Insurance Company,,MI,http://www.trademarkia.com/logo-images/the-mega-life-and-health-insurance-company/starbridge-choices-78510546.jpg
Companion Life Insurance Company,Companion Life Insurance Company,MS,http://www.newhorizonsmktg.com/images/CompanyLogos/companion-life.png
The Ohio National Life Insurance Company,,WA,https://50.87.187.213/wp-content/uploads/2014/08/Ohio-National-3.png
Wilton Reassurance Company,,IN,http://www.freekymonkey.com/pictures/aa676a.JPG
Medica Insurance Company,,SD,http://www.medicaplans.com/images/company-logo-en.png
"Coventry Health Care of Illinois, Inc.",Coventry Health Care,IL,http://images.all-free-download.com/images/graphiclarge/coventry_health_care_63230.jpg
Axis Insurance Company,,IL,http://www.indeed.com/cmp/_s/logos/f64acb1fc2e59051
New York Life Insurance Company,,CA,http://thefirstteemetny.org/Images/Library/NewYorkLifeInsurance.jpg
Reserve National Insurance Company,,VA,http://islanderinsuranceinc.com/Assets/reserveNational_logo.jpg
The Ohio National Life Insurance Company,,NY,https://50.87.187.213/wp-content/uploads/2014/08/Ohio-National-3.png
Allianz Life Insurance Company of North America,,OR,http://scherrerfinancial.com/images/Allianz.gif
Harvard Pilgrim  Health Care Inc.,,ME,http://www.mainequalitycounts.org/image_upload/Harvard%20Pilgrim%20Health%20Care%20Logo.JPG
United Teachers Associates,,CT,http://utaic.com/Portals/5/UTA_PMS_logo.png
Standard Insurance Company,,CO,http://www.insurancelevel.com/company/logo/standard-insurance.gif
ACE American Insurance Company,ACE American Insurance Company,WI,http://www.acegroup.com/assets/images/ace-logo.jpg
New York Life Insurance Co.,,SD,http://logonoid.com/images/new-york-life-logo.png
Freedom Life Insurance,,MS,http://www.mdpreferredservices.com/images/profiles/F55F-E-CMYK.jpg
Liberty Mutual Insurance Company,Liberty Mutual Insurance ,TX,http://www.glso.org/enews/wp-content/uploads/2012/08/Liberty-Mutual-Insurance-Logo.jpg
Matthew Thornton Hlth Plan(Anthem BCBS),Anthem Blue Cross and Blue Shield,NH,http://www.brandsoftheworld.com/sites/default/files/styles/logo-original-577x577/public/0019/0488/brand.gif
Paxton Media Group LLC,Anthem BC/BS,KY,http://www.vectorsland.com/imgd/l48025-anthem-logo-27578.png
Premier Access Insurance Company,Premier Access Dental,CO,https://westernhealthadvantage.files.wordpress.com/2011/12/premieraccesslogo.jpg?w=300&h=188
Independence American Ins Co,,OH,http://ipa-america.com/Uploads/Providers/IndependenceAmerican_sz300x75.jpg
"U.S. Behavioral Health Plan, CA",,CA,http://www.logodesignlove.com/images/brands/unilever-logo.jpg
Cigna Health and Life Insurance Company,,AL,https://lh4.googleusercontent.com/-cqRR-y6ELDk/TW-5wpmCPjI/AAAAAAAAAqs/Dgf9YZz67x4/s1600/cigna-health-insurance-logo.jpg
Federated Mutual Insurance Company,,OH,http://www.themla.com/Graphics/BigFederatedInsurance.jpg
The Ohio National Life Insurance Company,,IA,https://50.87.187.213/wp-content/uploads/2014/08/Ohio-National-3.png
Standard Life and Accident Insurance Company,,MS,https://www.dignityplanning.com/standardlife/images/SLAICO-LOGO-COLOR_WITHPATH1_NO-CITY.gif
John Alden Life Insurance Company,Assurant Health,VA,http://www.rehabilitation-center.org/wp-content/uploads/2012/08/Assurant-Health.jpg
The Union Labor Life Insurance Company,,MI,http://thumb1.shutterstock.com/display_pic_with_logo/1018532/185226650/stock-vector-customer-care-care-for-employees-labor-union-crm-and-life-insurance-concepts-businessman-185226650.jpg
Hartford Life & Accident Insurance Company,,ID,http://www.trademarkia.com/logo-images/hartford-fire-insurance-company/hartford-life-75381578.jpg
Globe Life and Accident Insurance Co,,IA,http://media.glassdoor.com/sqll/282144/globe-life-and-accident-insurance-company-squarelogo.png
Thrivent Financial for Lutherans,,WA,http://2.bp.blogspot.com/_DmtdGP6kzMQ/S7jkzluNHnI/AAAAAAAAN44/0tUqR9RpOBw/s1600/logo-ThriventFinancial.gif
All Savers Insurance Company,United Health One,NV,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
Gilbert Hospital,,AZ,http://www.gilberter.com/wp-content/uploads/2014/11/GH-logo.png
Aetna Health Inc. (a PA corp.),Aetna,IN,http://img.zanda.com/item/18070410000098/1024x768/Aetna_logo.jpg
New York Life Insurance Co.,,PR,http://logonoid.com/images/new-york-life-logo.png
FFE RR Test Issuer 527,FFE RR Test Issuer M 527,NV,https://s1.yimg.com/lm/ysbp/img/cRER8bLs7z2TUZfHXoBwpbScf_tC8wVxzhtLhH_fXlbRHSLUpg4z5EpHySh7Zqbv.jpg
Globe Life and Accident Insurance Co,,NC,http://media.glassdoor.com/sqll/282144/globe-life-and-accident-insurance-company-squarelogo.png
United Concordia Life and Health Insurance Company,iDental from United Concordia,NJ,http://www.transcare.com/Images/UnitedConcordia.jpg
Perico Life Insurance Company,,AL,http://www.trademarkia.com/services/logo.ashx?sid=85113855
Wilton Reassurance Company,,LA,http://www.freekymonkey.com/pictures/aa676a.JPG
UHC New England Inc.,,MA,http://c0230102.cdn.cloudfiles.rackspacecloud.com/sites/all/themes/eifsi/img/donors/unitedhealthdonor.png
Globe Life and Accident Insurance Co,,MO,http://media.glassdoor.com/sqll/282144/globe-life-and-accident-insurance-company-squarelogo.png
New York Life Insurance Co.,,DE,http://logonoid.com/images/new-york-life-logo.png
"Lovelace Health System, Inc.",Lovelace Health Plan,NM,http://www.online-health-insurance.com/images/logos/for_planbox/lovelace.png
"Iowa Pacific Holdings, LLC",,IL,http://upload.wikimedia.org/wikipedia/en/thumb/7/79/Iowa_Pacific_logo.jpg/200px-Iowa_Pacific_logo.jpg
The Chesapeake Life Insurance Company,,NE,http://www.trademarkia.com/logo-images/the-chesapeake-life-insurance-company/surebridge-covering-lifes-twists-and-turns-85269279.jpg
Louisiana Health Service & Indemnity Company,Blue Cross Blue Shield of Louisiana,LA,http://4.bp.blogspot.com/_DmtdGP6kzMQ/S8SzlL1hIQI/AAAAAAAAN84/8by-AuXCc44/s1600/logo-BCBSLA.jpg
Liberty National Life Insurance Co,,MD,http://www.preciseleads.com/images/integrationLogos/liberty-national-life-insurance.gif
American Republic Insurance Company,,WI,http://www.americanrepublic.com/images/aric-logo.png
The Ohio National Life Insurance Company,,OK,https://50.87.187.213/wp-content/uploads/2014/08/Ohio-National-3.png
Reserve National Insurance Company,,LA,http://islanderinsuranceinc.com/Assets/reserveNational_logo.jpg
The Ohio National Life Insurance Company,,ID,https://50.87.187.213/wp-content/uploads/2014/08/Ohio-National-3.png
Pan-American Life Insurance Company,,AR,http://www.ecumgu.com/images/Logo-Pan-Amrican-Seguros-Colombia.jpg
All Savers Insurance Company,,WY,https://myallsaversmember.com/filestore/%7B7151ca57-92be-41aa-8557-b09de24ee5dc%7D/CMS/Graphics/logo_member.png
John Alden Life Insurance Company,,NY,http://www.ohioinsuranceoptions.com/images/assurant1.gif
Renaissance Life & Health Insurance Company of America,Renaissance Dental,SC,http://s3.amazonaws.com/s3.consumersadvocate.org/mongo/companies/logos/530d/6294/7765/6239/7305/0000/original/Renaissance-Dental.jpg?1393393088
Independence American Ins Co,,IN,http://ipa-america.com/Uploads/Providers/IndependenceAmerican_sz300x75.jpg
